name
Ghanshyam Rohera
Sanjeev Dabholkar
Rajeev Verma
Bhisham Sahni
Rohan Kapoor
Malaika Arora
Rajan Lyallpuri
Rajendra Prasad V.B.
Moidul Asif
Kritika Sachdeva
Farita Boyce
Ami Arora
K.R. Reddy
Dijana Dejanovic
Tilak Raj
Jeethu Joseph
Lawrence D'Souza
Kishore Namit Kapoor
Richa Meena
Azra
Murali Nair
Danesh Razvi
J. Mahendran
Avdhesh Kumar Sharma
Kakoli Biswas
Anuj Saxena
Ravi Anand
Gaurav Khati
A. Muthu
Meherzan Mazda
Rakshitha
Ayush Sharma
Pooja Hegde
Kedar Shinde
Rajesh Navgain
Smiley Suri
Anamika Haksar
Ravi Dewan
Yakub Hasan Rizvi
Atma Ram
Bidyut Kotoky
Bheema Raju
Yogesh Master
Gurfareen Bano
Chandrarao
Prashant Chianani
Sanjay Leela Bhansali
Sonny Laguna
Rohini Hattangadi
Nazima
Vikas Balian
Akhila Ram
Sonu Sood
Rahul Bhardwaj
Roja
Tanaaz Currim Irani
Ulhas
Payal Malhotra
Azad Jain
Rupak Gogoi
Paresh Rawal
Dadhi Raj
Baby Lona
Basit Khan
Veeraj Rao
Jai Ganesh
Geeta Behl
Ramesh Puri
Manjul Aasim
Dhwanil Mehta
Kathana
Nitin Trivedi
Syed Faisal Bukhari
Nishigandha
Sonika Lotliker
Mukesh Tiwari
Tinku
Krishnan Pv
Richard Trombly
Rishi Rehan
Ziaullah Khan
Aarti Geeta
Ishita Salot
Ahmed Faisal Inam
Chand Mehta
Heta Shah
S.A. Akbar
Yukiyo Teramoto
Vishal Bhardwaj
Sunhil Sippy
Neelu
Sunil Lahri
Utpalendu Chakrabarty
Manzoor Ali
Jaswinder Chahal
Baby
Jitendra Kumar Singh
Bornila Chatterjee
Pratik Gandhi
Shivani Pathak
Pravin Singh Sisodia
Vijayalalitha
Vega Tamotia
Aakriti Bisaria
Shahzad Pathan
Hitesh Aggarwal
Virti Vaghani
Sanjay Chauhan
Habib
Ashok Pathak
Nagesh Kukunoor
Soni Razdan
Leela Pandey
Prabhakar Shukla
Abhishek Gautam
Balvinder Sandhu
Arvinder Bhatti
Rajit Kapoor
Erika Kaar
Farid Amiri
Nitin Goel
Vishram Bedekar
Mona Kiren
Anil Chatterjee
Gouri Khurana
Katie Amanda Keane
Aakash Chaturvedi
Vivek Mushran
Jasmeet K Reen
Dipanshu Dang
Parvathy Thiruvothu
Bhumika Puri
Jiten
Sherrin Varghese
C.L. Rawal
Vivek Anand
Larissa Chakz
Yogesh Shahu
Anil Naryani
Vivek Agnihotri
Josh Hartnett
Sachal Raaj
Rajesh Seth
Tarun Khanna
Michelle Krusiec
Guddu Dhanoa
Rozi Izma Abdul Karim
Neha Bose
Tathastu
Shweta Phule
Geetanjali Singh
Lucy Pinder
Prashant Kumar
S.M. Abbas
Krishan Kumar
Sunil Jaitley
Rohit Bal
Gautami
Kanta Kumari
Kanwaljeet Singh
Ishaan Nair
Kamal Amrohi
Bhooshan
Sathish
Preeti Arora
Sunetra
Prabhat Khanna
Pushpraj Singh
Michiko Nomura
Nila Madhab Panda
Karan Butani
Mikkilineni
Ashutosh Mishra
Ravi Menon
Habib Faisal
Karanvir Bohra
Saranya Mohan
Akash Sagar Chopra
Indu Prasad
Jijy Philip
Raj Pendurkar
Elly Meyers
Himanshu Kukreja
Armaan Tahil
Parthiban Radhakrishnan
Mickal
Avinash Dwivedi
Star:Arjun Sarja
Mahek Chahal
Pankaj Jha
Anita Raj
Sumit Gulati
Siddharth Dhamija
Nidhi Bisht
Mohan Sharma
Kiran Acharaya
Ezhil Vendan
Shoaib Ibrahim
Abhishek R. Sharma
Mahesh Babu
Yuvika Chaudhary
Ankit Sain
Sam Khan
Siraj Ahmed
Naresh Gupta
Rohit Gupta
Muktha Sunder
Rajshree Sawant
Sanjay Kapoor
Elli Avrram
Kuldeep Kumar
Nazir Kashmiri
Meghna Erande
Ajit Andhare
Ranvir Shorey
Pranav Chawda
Sohail Tatari
Abhijit Kokate
Sikandar Chauhan
B.K. Harak
Undecided
Haidar Ali
Garima Agarwal
Mannan
Sarthak Dasgupta
Vishnuvardhan
Tonisha Pawar
Annu Kapil
Bikramjeet Kanwarpal
Praful D.S. Tiwari
Nemai Ghosh
Gaurav Paswala
Aman Verma
Pushkar Jog
Rajesh Bajaj
Ashwin Krishna Gaur
Sripathi Panditharadhyula Rajaram
S.D. Narang
Aradhya Taing
Azam Quadri
Kajol Chugh
Kookie Gulati
V.G. Samant
Imtiaz Punjabi
Shammi
Rajeev Pillai
Vasant Ingle
Abhishek Kumar
Aloknath Dixit
Manasi Joshi Roy
Vijay Raghavan
Gaurav Gautam
Suchhi Kumar
Mukul Misra
Talat Jani
Vincent
Vijay Dutt
Master Salman
Pankaj Bali
Puneet Prakash
Lekha Pande
VKR Rashi
Arjun Hingorani
Anya Anand
Richard Harris
Annu Prabhakar
Noshir Engineer
Ashok Tyagi
Jairaj Joshi
Sushil Kumar
Junior Govinda
Dishita Sehgal
Sonia Agarwal
Arvind Jangid
Ashwini Ladekar
Aghajani
Mehrunissa
Ashok Khanna
Maninder Wasu
Ayesha Takia
Manav Sohal
Angela Krislinzki
Subrat Dutta
Roaley Ryan
Babil Khan
Ishita Ganguly
Denisha Ghumra
Jeetu
John Owen
Avtar Bhogal
Kanika Dang
M.A. Asravi
Divyanka Tripathi Dahiya
Dharmendra Shekhar Ojha
Namratha
Parth Bhalerao
Abhijeet K.
Shafiqua
Nisha Khan
Amit Ranjan
Ajinkya Deo
Rajnish Thakur
M. Maroof
Shadab Ahmad
Jabir Mubin
Ashok Ahuja
Sarul Singh
Panchi Bora
Laurens C. Postma
Naeem A. Siddiqui
Shomshuklla Das
Karan Razdan
Rishi Verma
Deepak Saraf
Shashi Puri
Shyamalee
Pavithran
Almas
Rita Anchan
Amit Ravindernath Sharma
Diljit Dosanjh
Ishwak Singh
Aditya Dutt
Kuwar Aziz
Mona Shetty
Dipak Alegaokar
Hira Singh
Benaf Dadachandji
Kumar Shahani
Vishal Karwal
Rahul Bose
Milind Gawali
Nayantara
Rani Sinha
Shripal Morakhia
Kamalakara Kameshwara Rao
Nagesh
Sonika Gill
Krishna Kumari
Ranjit Bawa
Tulsi Chakraborty
Tahir Raj Bhasin
Nimai Bali
Ram Kamlani
Glenn
Atul Kulkarni
Sunil R. Prasad
Mukesh S. Bhatt
Varun Badola
Rajeev Chaudhari
Prakash Belawadi
Pramod Kumar
Aseem Ali Khan
Leena Kapoor
Munnawar Bhagat
Vikram Acharya
S.L. Puri
Radhika Apte
Jitendra Kumar
Manukriti Pahwa
Lakshmi Manchu
Rashmi Chopra
Shantanu Maheshwari
Viraaj Modgill
Poonam Dhillon
Kiran Kamaraju
Sachin P. Karande
Hussan Saad
Amit
Nachiket Patwardhan
Saroj Devi
Neha Joshi
Akhil Gaurav Singh
Salil Naik
Harsh Rajput
Rajesh Nahta
Vidhu Rashmi Jain
Arjun Sarja
Ashok Lath
Radha Sagar
Swetanshu Bora
Ravi Kumar
Prabhash Chandra
Sanjay Sonu
Ashmita Kaur Bakshi
Swanand Kirkire
Dhulipala
Abhilash Dada
Jigna Bharadhwaj
Suresh Mandal
Adi Chugh
Siwani Devkota
Payal Sharma
Sunil Hingorani
Amit Rai
Ajay Karan Joshi
Avinash
Prithviraj Sukumaran
Sahil Vedoliyaa
Alam Siddiqui
Vishnu Mathur
Sanjay M. Khanduri
Aziz Zee
Vikas Srivastava
Ravi Adhikari
Manav Gohil
Nikhaar Kishnani
Arun Vijay
Amin Gazi
K. Parvez
Lucy Liu
Manoj Mishra
Sandeep Kumaar
Meena Amani
Nishi Verma
Rajesh Raja
Mohommed Ali Shah
Ranjan Kapoor
Riaz Ahmed
Asha Bhat
Lee Nicholas Harris
Arvind Gadgil
Mansi Sharma
Janardanan
Niranjan Kumar Sharma
Afroz Khan
Sheeba Bhakri
Pooja Dadwal
Arvin Tucker
Laxmi Chhaya
Alia Bhatt
Manish Khandewal
Apoorv Kumar
Bruna Abdullah
Sunil Sanjan
Sujoy Mukherjee
Dayanand Rajan
Rajkummar Rao
Mohan Kumar
Rahul Dev
Sunil Bohra
Biswajit Chakraborty
Ravi Gadariya
Chelsie Preston Crayford
Esha Tewari
Jaswant Daman
Mehar Mittal
Bapu
Geeta Agarwal
Kailash Advani
Chitrashi Rawat
Minesh Singh
Anitav Bachchan
Khushboo Khan
Vikas Giri
Ravi Shankar Chowdhary
Mani Nair
Suchitra Krishnamoorthi
Shwetha Gupta
Manjul Azad
Amole Gupte
Priyanka Chauhan
N. Shankaran Nair
Harsha Mehra
K. Raghavendra Rao
Sunil Grover
Preetha
Krishan Hooda
Amrita Singh
Pasala Suryachandra Rao
K. Bhushan
Ashok Chaudhary
Bimal Roy
Santosh Juvekar
Kim Taggart
Anu Choudhury
Ashok Kondke
Binayak Das
Anna Ador
Ahmed Ghazi
Vaishali
Shefali Shah
Ronjini Chakraborty
Kritika Pande
Naresh Suri
Rajesh Ram Singh
Vinod Ganatra
Ashish Vidyarthi
Khalid Siddiqui
Renita S. Kapoor
Raju Saigal
Akanksha
Gaurav Kakkar
Aditya Ravi
Prakash Jaiswal
Chandgiram
Sarthak Joshi
Leslie Tripathy
Gopal Bokre
Moushumi Chatterjee
Zara Shah
Savita
Koichi Saski
Surendra Mohan
Junior Sanjay Dutt
Raj Kanwar
Hansal Mehta
Shivam Patil
Lucky Kohli
Mohammad Afzal
Debapriyo Bagchi
Ragini Maurya
Marc Anwar
S.R. Pratap
Sulochana Choudhury
Cyli Khare
Ravie Ravan Kathuria
Uma Patnaik
Bhupen Hazarika
Sunder
Mustafa Engineer
V. Gopalakrishnan
Yumi Kakazu
Kamini Kadam
Dinesh S. Yadav
M.R. Shahjahan
Rugved Mondkar
Birbal
S.N. Tripathi
Manoj Kumar
Satish Shah
Chris Smith
Mahesh Anand
Hanif Hum Ghum
Sankalp Shrivastava
Rajeev Nagpal
Annukampa Harsh
Chinmayee Surve
Arun Bhatt
Madhu M.
Nanubhoy Vakil
Aishmita Meena
Nakhshab Jarchavi
Raj Mohan
Sivan Spector
Kamna
Ram Bhadoria
Ashok V. Bhushan
Jyoti Bagat
Bharati Devi
Vishal Singh
Arzoo Dandyan
Gulshan Devaiah
Yasmin
Faiyyaz
Ramesh Mehta
Saaikat Bagbaan
Pratik Biswas
Suresh Jain
Saurabh Chakravarty
Rudra Matsa
Ashfaq Makrani
Mritunjay Sharma
Thiru
Basant Kumar
Sonia Bhagiyaa
Shwetha
Gope
Mashaal Durrani
Star:Arun Shekhar
Kamran Rizvi
Tamsin Egerton
Yusuf ali Khan
Jackie Shroff
Harsh Gupta
Ishteyak Arif
A. Raja
Snehlata
Babilona
Ajay Dixit
Latif Khan
Afzal Khan
Yo Yo Honey Singh
Dharam
Hasan Zaidi
Deepa Barot
Neha Malhotra
Sandeep Kulkarni
Shankhadeep
Krutika Gaikwad
Jana Sue Memel
Samrat
Mujeeb Ul Hassan
Manoj Pahwa
Anant Mane
Devaraj
Hemant Birje
Alka
Ganesh Mehta
Chandra Barot
Touqeer Khan
Kiran Bhatia
Sandhya Roy
Vivek Kumar
Heenaa Biswas
Priyam Galav
Kalaranjini
Chanchal
Sukanya Surve
Ganesh Divekar
Komal Chhabria
Atul Harishanker
Eka Lakhani
Jaya Kausalya
Salah Benlemqawanssa
Dev Joshi
Prabhudev
Khurshid Akhtar
Revathi
Mrinalini Chatterjee
Roshan Seth
Salma
Saila Mukherjee
Angeilla Dobson
Gehana Vasisth
Ved-Madan
Inderjeet Dori
Majid Majidi
Umashri
Meenu
Robin Das
Ankita Bhargava Patel
Ruchi Tiwari
Abhiram Suresh Unnithan
Honey Trehan
Baldev
Pradeep Rangwani
Ritesh Menon
Avi Abhichandani
Raj Gaurav
Ruturaj Dhalgade
Badriprasad
Mohammad Zahid Ahmed
Yaman Chatwal
Mayuresh Nirhali
Niharika
Sanjeev Kumar Rajput
Ali Haji
Rohin Venkatesan
Kalidas
Craig Gardner
Rachit Behl
Gopal Datt
Raja Sagoo
Chandrashekhar
Iqbal Durrani
Danny Denzongpa
Ivan King
Vikash
Dinesh Parihar
Aditya Sarpotdar
Sunil Shah
Sunayana Agarwal
Vasant Thengadi
Sandeep Kumar
Prem Sagar
Jayabharati
Rakesh Chaturvedi Om
Venus Banerji
Raj Babbar
Abhishek Dogra
Anjori Alagh
Nikhil Allug
Velu Prabakar
Srivinay Salian
Shoaib Ahmed
Vishal Arya
Inder Thakur
Maleeka Ghai
Pralhad Keshav Atre
Veer Lalwani
Binny Dsouza
Lekh Tandon
Alankrita Shrivastava
Hemant Gaba
B. Ramakrishnaiah Panthulu
Kamal Raj Bhasin
Iti Acharya
Hemanth Hegde
Sangeeth Sivan
Ravi Khanvilkar
Mahesh Balraj
Star:Anil Kapoor
Samiksha Singh
Bharat Dungrani
Vijay Bansal
Marc Robinson
Aleksandr Zguridi
Lucy Hassan
Rohit R.K.
Balwant Singh
Azaan Khan
Satyam Joseph
Poonam Vaidya
Anand Prakash
Jyoti Malshe
Satyabrata Dwibedy
Nitin Bali
Cara Delevingne
Ashish Negi
Chaman Lal Pahwa
Bhanumati
Jabbar Akram
Akash Sharma
Shikha Malhotra
Ira Dubey
Avani Modi
Amrit Pal
Alok Basnait
Tommy Wiklund
Sm Yusuf
Shivika Rishi
Jeetendra
Sana Saeed
Sanjiv Kolte
Manav Vij
Gautam Dhengare
Kishore Jariwala
Anshu Khatri
Aji Mathai
Kumar Raj
Akshara Haasan
Amol Deshmukh
Vidya
Sanjay Khan
John Crann
Champa
Cyrus Broacha
Tarun Ratnani
Rekha Sahay
Yogesh Yadav
Pritish Chakraborty
Kajal Jain
Anuradha
Naazi
Yash Gangurde
Siddhant Chaturvedi
Akshay Asopa
Rampal Barsewal
Jaswinder Gardner
Pratap Barot
Enakshi Bannerjee
Vijay Maurya
Rajeev Anand
Sanjeevani
Deepak Bhoite
Ganesh Babu
Deva Dhami
Ashfaaq Khan
Lekha Paul
Senthil
Pradeep Kumar
Sofia
Mallik Shahzada
Star:Pratibha Pant
Ilene Hamann
Ashleen Singh
Roopadevi
Iqbal Azad
Akash Bathija
Piyush Bhalodiya
Vishesh Bhatt
Ribhu Dasgupta
Vickey S. Kumar
Bal Gandharva
Bhaumik Sampat
Rajan Grover
Harshvardhan Kapoor
Sridhar Reddy
Saroja Devi B.
Randhir Kapoor
Bal Jog
Madhura Velankar
Madhuri Mishra
Sachin Yadav Iamsyrs
Onkar Nath Mishra
Indrajeet Singh Bansal
Asha Mathur
Jagdev Bhambri
Shrikanth
Savi Bishta
Munna Rizvi
Kota Srinivasan
Badri Chavan
Ritu Shivpuri
Vidit Kumar
Star:Anushka Shetty
Beenu Bhardwaj
Kamal Adib
Mahesh
Dhundiraj Govind Phalke
Khan Tariq Warsi
Halwadas
Desh Gautam
Jaya Pandey
Shanta Kumari
S.K. Prasad
Abhijeet Warang
Shiladitya Sen
Karan Kapadia
Nitti Kumar
Meena Lalit
Meera Jasmine
Ramesh Bedi
Prasadh Inamdar
Sadhika
Rajesh Vakil
Amit Khan
Richa Pallod
Dinesh Jethani
Deva Katta
Babu Mohan
Aakash
Manoj Palrecha
Sahil Choujar
Rakesh Komar
Shweta Menon
Shyam Ranjankar
Sushil Dubey
Avinash Singh Karada
Anjali Jathar
Surjit Gill
Ramchandra Dhumal
Anwar
Rachana Banerjee
Savita Rani
Ramayan Tiwari
Raj Banerjee
Tara Harish
Raja Babu
Barun Sobti
Gagan Kang
Cherry Mardia
Pankaj Titoria
Durgesh Kumar
Preeti Gandwani
Sukriti Chamoli
Sonika Kapoor
Sriraj Singh
Ambika Johar
Kali Prasad Ghosh
Khwaja Ahmad Abbas
Ejaz Akhtar
Junior
Raghunath Jhalani
Salmeen Khan
Vipin k Sethie
Sameer Malhotra
Navneet Kaur Dhillon
Salim Ahmed
Ranjeet Bedi
Rajan Mankotia
Arindam Banerjee
Ashish Bhatia
Jayant Gadekar
Shiven Singh
Sumith Pandey
Neel Deshmukh
Swaran Lata
Vishal Om Prakash
Tauqeer Khan
Madhur Bhandarkar
Rajiv Gupta
Roshini Jaffery
Gabbar Singh
Raja Yagnik
Ishan Chavan
Raghav Juyal
Diwakar Pundir
Yajuvendra Singh
Ravikant Sinha
Reena Roy
Usha Chavan
Sudeep Ranjan Sarkar
Mausam
Laxman Singh Rajput
Prerna Wadhawan
Sameer Malkan
Desh Deepak
Charu Kamal Hazarika
Sadiq
Ajaz Khan
Mukta Barve
K.S. Rami Reddy
Pranjal
Vinod Jaywant
Janmejay
Kathleen Barr
Himani Chawla
Annu Akade
Ashrita Agarwal
Shikha Swaroop
Nedumudi Venu
Abhay Deol
Kranthi Kumar
Ashutosh Agnihotri
Bunty Chopra
Prithvi Dheeraj
Tare Ankita
Parvin Dabas
Ruby Bhatia
Khurshid Jr.
Ken Ghosh
Amiya Chakrabarty
Prima Shambhavi Chatterjee
Shashank Udapurkar
Renu Chahal
Puneet Vashisht
Priyanka Moodley
Unni Mary
Suparna Moitra
Brij Parashar
Avanish Kumar
Hardik Gajjar
Kuntaa Nikkil
Caroline Wilde
Rohit Bhatia
Sonu Walia
Tripta Chopra
Laxmi
Anil Mehta
Bappaditya Roy
Munindra Gupta
Devyani
Rohith
Raakesh Rawat
Parveen Kaur
Sohrab Modi
Dilip Kumar
Ahsan Bakhsh
Naresh Sharma
Sonica Handa
Denis Selarka
Kalyani Thakkar
Sharankumar Chand
Rukshar Dhillon
Ravindra Singh
Surendra Swami
Gaurav Bal
Jalal Agha
Riddhi Gupta
Anjali Aarrya
Anil Dhoble
Anjali Paigankar
Sonam Arora
Zoie Aggarwal Ahmed
Monika Panwar
Mitwa
Munish Khan
Salman Yusuff Khan
Aarya Dange
Sanjay Deyali
Sanjeev Rattan
Manu Rishi Chadha
Raghavendra Kadkol
Nupur Mehta
Uttam Halder
Sahil Bhati
Mallika
Imraan Khan
Saroj Shah
Vinaya Prasad
Kumar Iyengar
K. Ramanlal
Anand Gaekwad
Saroja Rani
Daksh Pandya
Nitin Raghunath
Tanzia Zaman Methila
Madhuri Dixit
Pranit Babbar
Sunil Singh
Ramesh Malhotra
K. Raj Srivastava
Anand Sagar
Radha Saluja
Sambhavna Sheth
Neha Julka
Rashmi Desai
Anusha Bose
T. Rajeevnath
Amirul Ariff
Adesh Prasad
Ishwari Bose-Bhattacharya
Bhaskar Jha
Anirudh Chawla
Narugopal Mandal
Haroon Ashraf
Bhagya
Shashi Wadia
Faizaan Khan
Suresh Chouhan
Gajanan Bangera
Shreedevi Chowdary
Rupa Borgaonkar
Aziz Chhapra
Urvashi Sharma
Gagan Guru
Wasabi Mizuta
Angelina Bhharwa
Asif Akbar
Vikas Shrivastav
Sanjana Kapoor
Afzal Ahmad
Rafiq Anwar
Shekhar S. Jha
Steve Aldis
Leah Liz Jacob
Biswajit Sarkar
Girdhar Kumar Baghel
Jaspal Neelam
Himanshu Agarwal
Payal Ghosh
Cyrus Sahukar
Laiba
Abhishek Saha
Manoj Jaiswal
Kanchan
Yogesh Saxena
Daljinder Basran
K.K. Shahi
Anil Devgan
Nawaz Khan
Dimple Kapadia
Shraddha Nigam
Kirti Singh
Ramesh Ahuja
Neelam Bhanushali
Veer Gujjar
Ambarish Saxena
Faisal Saif
Manju
Avtar Singh Bhullar
Ravi Raja Pinisetty
Nishi Kohli
Ankit Desai
Raju Subramaniam
Prabha Mishra
Sufi Malhotra
Nirmal Guneria
Gurudev Bhalla
Vani Tripathi
Jayaprakash
Mihir Ahuja
Uzma Ghazanfar
Bhavana
Neetha Shetty
Priya Badlani
Piyush Raina
Udyakanth
Durba Sahay
Cochin Hanifa
Master Sandeep
Chopra
Rajiv Mehra
Mahesh K. Dhiramalani
Manya Gupta
Hannif Chippa
Zeeshan Ahmad
Sharad Sharan
Pulkit Samrat
Asif Kapadia
Navin Nischol
Basu Bhattacharya
Rao C.S.R.
Smriti Kalra
Rohit Shukre
Srijla Guha
Ajit Bhalla
G. Venugopal
Indrajit Lankesh
Raj Singh Chaudhary
Shishir
Anmol
Faraz Haider
Ashish Deo
Divya Rana
Vasant Kumar Goni
Vidya Balan
Vasudev Bhatt
Kumar Dighe
Akhilesh Unnithan
K. Anand
Esha Deol
Arya
Prakash Satam
Tushar Hiranandani
Ramana.artbyramana
Parthaa Akerkar
Ved Goswami
Narayana Rao Uppalapati
Jacqueline Fernandez
Ajay Phansekar
Anita Kanwar
B.R. Ishara
Lokesh Jain
Vasantsena
Ram Madhvani
K. Kant
Basu Chatterjee
Bhuvnesh Mann
Aabid Shamim
Nisant
Geetika Tyagi
Maneck
Karan Kashyap
Munnavar Khan
Ravikant Nagaich
Kapil Karzan
Varun Choudhary
Raja Gosavi
Hussein Khan
Vivekanand Jha
S. Prasad
Sudesh Issar
Shakir Khan
Vincent Ashokan
Rumana Molla
Siddharth Nagar
Abhinav Nirala
Ugresen Tanwar
Mahesh Desai
Damandeep
Gary Gill
Amit Pandiya
Piyush Sharma
Baby Vijaya
Shashikala Jawalkar
Vijayshanti
Hamd Khan
Rukun
Parag Ajgaonkar
Chitrangda Singh
Kuthiravattam Pappu
Vinod Nagpal
Pratima V. Kulkarni
Naina Trivedi
Nikkesha
Adil Rana
Dinesh Lakhanpal
Annant Jaaitpaal
Krishanshumakjbs
Prahlad Sharma
R.C. Talwar
Ramola
Abhinav Thakur
Ashok Yadav
Sunanda Mitra
A.H. Shore
Yuvraaj Parashar
Annie Gill
Prakash Deshmukh
Naysha Chaudhary
S.M. Yusuf
K. Balachander
Vijay Ghatge
Subhash Kapoor
Karm Vyas
Jeniffer Piccinato
Abhishek Gupta
Danish Khan
Madan Mohla
Randheer Rai
Arjun Chakraborty
Pooja Choudhary
Tammy Bartaia
Rajesh Shera
Kristen Dalton
Surendra Tiwari
Richa Sinha
Star:Vivek Verma
Savi Sidhu
Kanksha
V.K. Choudhary
Lawrence Raghavendra
Aiswarya Behera
Raj Dhanoa
Ramesh Behl
Sonia Sahni
Snehal Kulshreshtha
Muzaffar Khan
Heena Shaik
Payal Kaashyap
B.S. Narayan
Abbas Alibhai Burmawalla
Rajshree
Sanjay Talreja
Meenaxi
Raka
Shona Urvashi
Aarvi Aruna
Pallavi Bhatt
Jaswir Kaur
Khalid Nizami
Sharath Lohitashwa
Suman Sridhar
S.V. Rajendra Singh Babu
Himshwet Gaurav
Virendra Singh
Madhu Malini
Krishna Gopal
Pradeep Khayyam
Suneeta Sethi
Krishanu Singh Rathore
Sneha Arun
Kuku Kohli
Manish Manikpuri
Mehul Adwani
Ridhima Sud
Hirak Das
Abhishek Panchal
Anandee Tripathi
Bharti Achrekar
Rahul Kumar Shukla
Adhvik Mahajan
Gurdeep Mehndi
Shweta Agarwal
Shashi Chaturvedi
Raj Devgan
Natty Kumar
Harsh Mayar
Amar Kaushik
Tamhankar
Omna
Sameer Baghi Ballia
Bhisham Kohli
Lorena Franco
Aman Sachdeva
Akshay Kaushal
Sameer Joshi
Sandeep Sharma
Napoleon
Maanvi Bharadwaj
Star:Amit r Agarwal
Ravi Varma
Inder Sen
Preeti Sharma
Arti Rautela
Ashok Hegde
Nilesh Sahay
Kirti Kulhari
Parth Naik
Arundhati Devi
Balwant Dave
Sachin Khari
Monto
Shashi
Mugdha Chaphekar
Manoj Punj
Anjalini
Ankur Vikal
Raj Singh Verma
Naina Khedkar
Kartick Chattopadhyay
Samarth Bansal
Deepthi Tadnaki
Raymond D'Souza
Apoorvanand
Naren Bhattacharya
Vishal Bhonsle
M.L. Anand
Prince Niranjan
Chandni Chopra
Balu Mahendra
Mindu
Mahima Makwana
Sajid
Saleem Jafri
Kikubhai Desai
Mohit Srivastava
Sadia Khateeb
Nirmal Kumar Chakraborty
S.K. Prabhakar
Parvati Balagopalan
Stephen Hogan
Amy Maghera
Kishore Sahu
Raasi
Imran Abbas
Sukumaran
Aslam Khan
Sonia Mann
Jameel Khan
Shiv Tendon
Tina Rathod
Mohan Gokhale
Sakshi Gulati
Sangeeta
Kalipada Chakraborty
Shilpi Dasgupta
Sheetal Bavishi
Shriswara
Sandeep Solanki
Chander H. Bahl
Harmesh Malhotra
Syed Hussain
Tannu
Rakesh Sharma
Akram Shaikh
Beverlie Austine Fernandes
Vishal Pandya
Priya Anand
Gautam Gupta
Ramanarayanan
Pratibha Sharma
Abhay Chaudhary
Shine Tom Chacko
Jiratiya Arriyawongsa
Devendra Chowhan
Tejas Gadhvi
Manohar Singhal
Nemom Pushparaj
D.V.S. Reddy
Bashir Babar
Soham Majumdar
Malavika Mohanan
Kunal v Singh
Kara Berry
Dolly Tomar
Prabhakar Pendhkar
Jitin Gulati
Akansha Shivhare
Shailesh Hejmady
Prem Nazir
Swarda Thigale
Zahur Shah
Ameet Gaurr
Nalini Jaywant
Lakshya Goel
Sivamani
Arjun Ganesh
Mohanlal
Madhav Kale
Ajai Sinha
Ragni
Raja Randeep Giri
Anil Kochar
Pavitra Rani
Shah Agha
Simran Ahemad
Jasleen Matharu
Dev Patel
Sumona Chakravarti
Rutvij Patel
Janhavi Khandekar
Rajat Barmecha
Vritika Ramnani
Vivek Shah
Ranjan Shandilya
Rashika
Sugandha Garg
Janardhan Mishra
Faiz Khan
Rahul Manchanda
Darshan Kumaar
Bramha
Rohena Gera
Abhijeet Ghadge
Geeta
Shadas Khan
Atlanta Nagendra
Yogita Rajput
Dipak Khetiya
Star:Babu Ganeshan
Ajay Kanchan
Shamita Shetty
K. Muralimohana Rao
Kranti Prakash Jha
Sugna Devi
Dilip Tadeshwar
Rocky Verma
Vinod K. Verma
Ram Marathe
D.K. Sapru
Sagar Chawla
Sridevi
Lalit Bisht
Jafar Abbas
Soumitra Ranade
Madhu Narayan
Ranjeeta Jejoy
Naushaad Abbas
Shraddha Das
Zunaid Memon
Anay Sharma
Amit Dawar
Urmimala Sinha Roy
Arjun Mahadev Vriti
Bhalji Pendharkar
S. Shankar
Tariq
Gaurang Arora
Peerala
Al Nasir
Minakshi Bhagat
Kunchan
Manish Choudhary
Rajneesh Dubey
Joy Fernandes
Prakash Bharadwaj
Shantarin
Babloo
Ilaria Borrelli
Christer Holmgren
Ashoak C. Tyagi
Kanchan Awasthi
Panchotia Vithaldas
Nassar Abdulla
Faaiz Anwar
Veenah Naair
Gopalan
Nagendra
Putul Guha
Sajal Ali
Dar Gai
Kuldeep Mallik
Ajitpal Singh
Camila Bordonaba
Dinkar Kapur
Jay Mukunda
Pradeep Kharab
Deepak Chachra
Kurush Deboo
Anil Ballani
P. Pullaiah
Vijay Thakur
Indrajit Nattoji
J. Om Prakash
Dev Dutt
Prabal Panjabi
Dady Dustoor
Aaditya Singh
Arvind Pratap
Anurag Singh
Tanveer Khan
Narendra Bedi
Elena Tuteja
Pravessh Rana
Shilpa Anand
R. Nagendra Rao
Yugant Badri Pandey
Kumar Dave
Pooja Chauhan
Amrita Puri
Ravi Raghavendra
Shubha
Khushbhu Gupta
Zaheera
Shahid Lateef
Amala Akkineni
Raaghav Dar
Deb Medhekar
Pavan Kumar Rajamahendravarapu
Munna
Mamta Saxena
Mohamad Ali Fardin
Raageshwari
Usha Nadkarni
Rajeev Khandelwal
Sanju K. Gupta
Ratndeep Nautiyal
Gaurav Chowdhary
Khushboo Purohit
Pakhi Hegde
Kalim Sheikh
Aman Mihani
Rajesh Khanna
Arvind Kumar
Raju Kher
Aarya Adhav
Jimmy Shergill
Chandra
Kumari Aruna
Anita Naik
Parul Chaudhary
Vasanti
Salim Fateh
Chitrayug
Sunil Rupani
Rinku Patel
Rocky Rupkumar Patra
Mahesh Tambe
Upamanyu Sushma Naskar
Trishala Idnani
Master Shubham Bajrange
Sohini Pal
Needhi Gill
Teerat Singh
Suchitra Sen
Prerna Gupta
Gloria Mahanty
